Company Name,Link,Region,Address,Street,Location,ZipCode,City,gcode,Latitude,Longitude
EngineerX,http://www.engineerx.com,Flanders,"Belgicastraat 5/bus 2, 1930 Zaventem, Belgium",Belgicastraat 5/bus 2,1930 Zaventem,1930,Zaventem,,,
Hirering,http://www.hirering.eu,Wallonia,"Cours Saint Michel 30A, 1040 Etterbeek, Belgium",Cours Saint Michel 30A,1040 Etterbeek,1040,Etterbeek,"Cours Saint-Michel - Sint-Michielswarande, Etterbeek, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1040, België / Belgique / Belgien",50.8344368,4.4001066
ImplicitMeasures,https://implicitmeasures.com/,Flanders,"Technologiepark 82, 9052 Gent, Belgium",Technologiepark 82,9052 Gent,9052,Gent,"Life-ID, 82, Technologiepark-Zwijnaarde, Wetenschapspark Ardoyen, Zwijnaarde, Gent, Oost-Vlaanderen, Vlaanderen, 9052, België / Belgique / Belgien",51.0081162,3.7121008
JiGSO,http://jigso.com,Flanders,"Antwerpse Steenweg 61, 2660 Antwerpen, Belgium",Antwerpse Steenweg 61,2660 Antwerpen,2660,Antwerpen,"59-61, Antwerpsesteenweg, Hertogvelden, Hoboken, Antwerpen, Vlaanderen, 2660, België / Belgique / Belgien",51.17822795,4.353428741966434
Jobgether,https://jobgether.com/,Brussels,"avenue du Prince de Ligne 91/3, 1180 Uccle, Belgium",avenue du Prince de Ligne 91/3,1180 Uccle,1180,Uccle,"Avenue du Prince de Ligne - Prins de Lignelaan, Saint-Job - Sint-Job, Uccle - Ukkel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1180, België / Belgique / Belgien",50.794501,4.3659206
Karamel.one,https://karamel.one/,Flanders,"Edward Pynaertkaai 93, 9000 Gent, Belgium",Edward Pynaertkaai 93,9000 Gent,9000,Gent,"93, Edward Pynaertkaai, Brusselse Poort, Gent, Oost-Vlaanderen, Vlaanderen, 9000, België / Belgique / Belgien",51.0399503,3.739138033677687
ShiftMeApp,http://www.restaurant.shiftmeapp.com,Brussels,"Louizalaan 523, 1050 Brussel, Belgium",Louizalaan 523,1050 Brussel,1050,Brussel,"Mobilosoft, 523, Avenue Louise - Louizalaan, La Cambre - Ter Kameren, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1050, België / Belgique / Belgien",50.8152705,4.3717768
Sympl,https://sympl.be/,Flanders,"Rijnkaai 37/bus 4, 2000 Antwerpen, Belgium",Rijnkaai 37/bus 4,2000 Antwerpen,2000,Antwerpen,,,
Techwolf,http://www.techwolf.be,Flanders,"Overzet 14b, 9000 Gent, Belgium",Overzet 14b,9000 Gent,9000,Gent,"Overzet, Ekkergem, Gent, Oost-Vlaanderen, Vlaanderen, 9000, België / Belgique / Belgien",51.0522245,3.6995682
theMatchbox,http://thematchbox.be,Flanders,"Corluylei 43, 2150 Borsbeek, Belgium",Corluylei 43,2150 Borsbeek,2150,Borsbeek,"43B, Corluylei, Rooibos, Borsbeek, Antwerpen, Vlaanderen, 2150, België / Belgique / Belgien",51.187763450000006,4.494987749999998
Traicie,http://traicie.com,Flanders,"Deinsesteenweg 114, 9031 Gent, Belgium",Deinsesteenweg 114,9031 Gent,9031,Gent,"114, Deinsesteenweg, Drongen, Gent, Oost-Vlaanderen, Vlaanderen, 9031, België / Belgique / Belgien",51.039400650000005,3.6282849440201987
Adunio,http://www.adun.io,Flanders,"Luchthavenlaan 27 / 56, 1800 Vilvoorde, Belgium",Luchthavenlaan 27 / 56,1800 Vilvoorde,1800,Vilvoorde,"Luchthavenlaan, Vilvoorde, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1800, België / Belgique / Belgien",50.9264625,4.4340091
Apptweak,http://www.apptweak.com,Brussels,"Louizalaan 235, 1050 Brussel, Belgium",Louizalaan 235,1050 Brussel,1050,Brussel,"235, Avenue Louise - Louizalaan, La Cambre - Ter Kameren, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien",50.8254451,4.3652034
ASKOLI,http://www.askoli.net,Wallonia,"Avenue Melina Mercouri 9, 7000 Mons, Belgium",Avenue Melina Mercouri 9,7000 Mons,7000,Mons,"Wallonia Conference Center of Mons, 9, Avenue Mélina Mercouri, Mons, Hainaut, Wallonie, 7000, België / Belgique / Belgien",50.4568687,3.941463373926622
BossData,https://bossdata.be/contact/,Flanders,"Broederminstraat 9, 2018 Antwerpen, Belgium",Broederminstraat 9,2018 Antwerpen,2018,Antwerpen,"9, Broederminstraat, Brederode, Antwerpen, Vlaanderen, 2018, België / Belgique / Belgien",51.2031568,4.393121381597057
Co-libry,https://co-libry.com/,Flanders,"Antoinette Vandeputtepad 25, 9000 Gent, Belgium",Antoinette Vandeputtepad 25,9000 Gent,9000,Gent,"25, Antoinette Vandeputtepad, Ryhovepark, Gent, Oost-Vlaanderen, Vlaanderen, 9000, België / Belgique / Belgien",51.067881,3.7074658
Cropland,http://www.cropland.be,Flanders,"Willem Van Laarstraat 86 bus 02, 2600 Antwerpen, Belgium",Willem Van Laarstraat 86 bus 02,2600 Antwerpen,2600,Antwerpen,,,
Customer-Care AI,http://www.customer-care.ai/,Brussels,"Zuiderpoort Gaston Crommenlaan 14/C1.1, 9000 Gent, Belgium",Zuiderpoort Gaston Crommenlaan 14/C1.1,9000 Gent,9000,Gent,,,
eRowz,http://www.site-annonce.be,Wallonia,"Rue Jean Burgers 2, 7850 Enghien, Belgium",Rue Jean Burgers 2,7850 Enghien,7850,Enghien,"Rue Jean Burgers, Marcq, Enghien, Ath, Hainaut, Wallonie, 7850, België / Belgique / Belgien",50.6850632,4.0248584
Hello Customer,https://www.hellocustomer.com/en/,Flanders,"Zuiderpoort Gaston Crommenlaan 14/C1.1, 9000 Gent, Belgium",Zuiderpoort Gaston Crommenlaan 14/C1.1,9000 Gent,9000,Gent,,,
Hive CPQ,http://www.hivecpq.com,Flanders,"Kleindokkaai 17, 9000 Gent, Belgium",Kleindokkaai 17,9000 Gent,9000,Gent,"Kleindokkaai, Dampoortwijk, Gent, Oost-Vlaanderen, Vlaanderen, 9000, België / Belgique / Belgien",51.0595664,3.7382738
Instaon,https://instaon.io/fr,Brussels,"Rue de France 44, 7711 Mouscron, Belgium",Rue de France 44,7711 Mouscron,7711,Mouscron,"44, Rue de France, Dottignies, Mouscron, Tournai-Mouscron, Hainaut, Wallonie, 7711, België / Belgique / Belgien",50.7268369,3.3011242940136083
Ittention,https://www.ittention.com/,Wallonia,"Bd Dolez, 7000 Mons, Belgium",Bd Dolez,7000 Mons,7000,Mons,"Boulevard Dolez, Quartier Rachot, Mons, Hainaut, Wallonie, 7000, België / Belgique / Belgien",50.4528003,3.9602154
Juyo Analytics,http://juyoanalytics.com,Brussels,"4 Rue Saint Lazare, 1210 Brussels, Belgium",4 Rue Saint Lazare,1210 Brussels,1210,Brussels,"Rue Saint-Lazare - Sint-Lazarusstraat, Saint-Josse-ten-Noode - Sint-Joost-ten-Node, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1210, België / Belgique / Belgien",50.8558766,4.3597792
Koopol,http://koopol.com,Wallonia,"Av. du Général Michel 1e, 6000 Charleroi, Belgium",Av. du Général Michel 1e,6000 Charleroi,6000,Charleroi,,,
LR Physics Consulting,https://lrdatascience.com/,Wallonia,"Rue de Corthys 11, 4280 Hannut, Belgium",Rue de Corthys 11,4280 Hannut,4280,Hannut,"11, Rue de Corthys, Hannut, Waremme, Liège, Wallonie, 4280, België / Belgique / Belgien",50.696886,5.129732656583071
Marketing & more,https://www.marketingandmore.be/,Flanders,"Veldkant 33, 2250 Kontich, Belgium",Veldkant 33,2250 Kontich,2250,Kontich,"Cronos N.V., 33A, Veldkant, Kontich, Antwerpen, Vlaanderen, 2550, België / Belgique / Belgien",51.1424488,4.442714274577702
Memovie,http://www.memovie.be,Wallonia,"Av. Einstein 11, 1300 Wavre, Belgium",Av. Einstein 11,1300 Wavre,1300,Wavre,"Avenue Einstein, Wavre, Nivelles, Brabant wallon, Wallonie, 1300, België / Belgique / Belgien",50.7314097,4.5896461
ML2Grow,http://www.ml2grow.com,Flanders,"Reigerstraat 8, 9000 Gent, Belgium",Reigerstraat 8,9000 Gent,9000,Gent,"Vorming Plus Gent-Eeklo, 8, Reigerstraat, Stationsbuurt Zuid, Gent, Oost-Vlaanderen, Vlaanderen, 9000, België / Belgique / Belgien",51.0342511,3.710258900102934
MoodMe,http://www.moodme.biz,Wallonia,"Rue des Vertes Haies 15, 1400 Nivelles, Belgium",Rue des Vertes Haies 15,1400 Nivelles,1400,Nivelles,"15, Rue des Vertes Haies, Nivelles, Brabant wallon, Wallonie, 1400, België / Belgique / Belgien",50.59784155,4.347540870305863
Novable,https://novable.com/,Brussels,"Terhulpensesteenweg 150, 1170 Watermaal-Bosvoorde, Belgium",Terhulpensesteenweg 150,1170 Watermaal-Bosvoorde,1170,Watermaal-Bosvoorde,,,
Plunch,http://www.plunch.net,Wallonia,"Rue de l'Etat-Tiers 5 Boîte 31, 4000 Liège, Belgium",Rue de l'Etat-Tiers 5 Boîte 31,4000 Liège,4000,Liège,,,
Predicube,http://www.predicube.com,Flanders,"Grotesteenweg 43, 2600 Antwerpen, Belgium",Grotesteenweg 43,2600 Antwerpen,2600,Antwerpen,"Grotesteenweg, Nieuw Kwartier, Berchem, Antwerpen, Vlaanderen, 2600, België / Belgique / Belgien",51.1885188,4.4264739
PRICING PACT,https://www.pricingpact.com/,Brussels,"Oude Vijversstraat 55, 1190 Vorst, Belgium",Oude Vijversstraat 55,1190 Vorst,1190,Vorst,"Manythink, 55, Rue des Anciens Étangs - Oude Vijversstraat, Audi Brussels SA/NV, Forest - Vorst, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1190, België / Belgique / Belgien",50.8181575,4.3190105
Salesflare,https://salesflare.com/,Flanders,"Rijnkaai 37 box 4, 2000 Antwerp, Belgium",Rijnkaai 37 box 4,2000 Antwerp,2000,Antwerp,,,
Showpad,http://www.showpad.com,Flanders,"Moutstraat 62, 9000 Gent, Belgium",Moutstraat 62,9000 Gent,9000,Gent,"The Office, 54;56;58;60;62;64;66;68;70;72;74;76;78;80, Moutstraat, Ottergemse Dries, Gent, Oost-Vlaanderen, Vlaanderen, 9000, België / Belgique / Belgien",51.0300861,3.7377984
SIRIUS Insight,http://www.siriusinsight.be,Wallonia,"Av. Alexander Fleming 10, 1348 Ottignies-Louvain-la-Neuve, Belgium",Av. Alexander Fleming 10,1348 Ottignies-Louvain-la-Neuve,1348,Ottignies-Louvain-la-Neuve,,,
Sortlist,https://www.sortlist.com/,Wallonia,"Avenue Zénobe Gramme 29, 1300 Wavre, Belgium",Avenue Zénobe Gramme 29,1300 Wavre,1300,Wavre,"Sortlist, 29, Avenue Zénobe Gramme, Bierges, Wavre, Nivelles, Brabant wallon, Wallonie, 1300, België / Belgique / Belgien",50.73355015,4.5792143056549985
Sparkcentral,http://www.twitspark.com,Flanders,"Kempische steenweg 311, 3500 Hasselt, Belgium",Kempische steenweg 311,3500 Hasselt,3500,Hasselt,"Corda.Cuisine, 311, Kempische Steenweg, Banneux, Hasselt, Limburg, Vlaanderen, 3500, België / Belgique / Belgien",50.9519039,5.3523884
Spott,http://www.appiness.mobi,Flanders,"Groeneweg 17, 9320 Aalst, Belgium",Groeneweg 17,9320 Aalst,9320,Aalst,"17, Groeneweg, Erembodegem, Aalst, Oost-Vlaanderen, Vlaanderen, 9320, België / Belgique / Belgien",50.9164326,4.040495148820426
Taglayer,http://www.taglayer.com,Flanders,"Oude Koornmarkt 28/Floor 2, 2000 Antwerpen, Belgium",Oude Koornmarkt 28/Floor 2,2000 Antwerpen,2000,Antwerpen,,,
Trackuity,http://www.trackuity.com,Flanders,"Ridderstraat 15, 9000 Gent, Belgium",Ridderstraat 15,9000 Gent,9000,Gent,"15;15A-15D, Ridderstraat, Sint-Jacobs, Gent, Oost-Vlaanderen, Vlaanderen, 9000, België / Belgique / Belgien",51.0548393,3.7292222917768143
Verbolia,http://verbolia.com,Wallonia,"Rue Jean Burgers 2, 7850 Edingen, Belgium",Rue Jean Burgers 2,7850 Edingen,7850,Edingen,"Rue Jean Burgers, Marcq, Enghien, Ath, Hainaut, Wallonie, 7850, België / Belgique / Belgien",50.6850632,4.0248584
Willow,http://www.contento.us,Flanders,"Hüttenweg 4, 97877 Wertheim, Duitsland, Belgium",Hüttenweg 4,"97877 Wertheim, Duitsland",97877,"Wertheim, Duitsland",,,
Alexandria.works,https://alexandria.works/findr/,Flanders,"Sint-Pietersvliet 7, 2000 Antwerpen, Belgium",Sint-Pietersvliet 7,2000 Antwerpen,2000,Antwerpen,"SyncTrace buitendienstoptimalisatie, 7, Sint-Pietersvliet, Schipperskwartier, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien",51.225451,4.4009405
Amethix,http://amethix.com,Flanders,"10 Cantersteen, 1000 Brussels, Belgium",10 Cantersteen,1000 Brussels,1000,Brussels,"Le Wagon, 10, Cantersteen - Kantersteen, Quartier Royal - Koninklijke Wijk, Pentagone - Vijfhoek, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien",50.8457606,4.3577896
BrightKnight,http://brightknight.eu,Brussels,"Schildknaapsstraat 48, 1000 Brussel, Belgium",Schildknaapsstraat 48,1000 Brussel,1000,Brussel,"48, Rue de l'Écuyer - Schildknaapsstraat, Îlot Sacré, Quartier du Centre - Centrumwijk, Pentagone - Vijfhoek, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien",50.848812,4.3556151
Crunch Analytics,https://www.crunchanalytics.be/,Flanders,"Rodelijvekensstraat 28/bus 002, 9000 Gent, Belgium",Rodelijvekensstraat 28/bus 002,9000 Gent,9000,Gent,,,
Datascouts,https://datascouts.eu/,Flanders,"Wiedauwkaai 23, 9000 Gent, Belgium",Wiedauwkaai 23,9000 Gent,9000,Gent,"Wiedauwkaai, Tolhuis, Gent, Oost-Vlaanderen, Vlaanderen, 9000, België / Belgique / Belgien",51.0673363,3.7270246
Dice,https://www.dice-cro.com/,Flanders,"Het Hofveld 6F, 1702 Groot-Bijgaarden, Belgium",Het Hofveld 6F,1702 Groot-Bijgaarden,1702,Groot-Bijgaarden,"Het Hofveld, Groot-Bijgaarden Zone Gosset, Groot-Bijgaarden, Dilbeek, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1702, België / Belgique / Belgien",50.8712342,4.2746564
Doccle,http://doccle.be,Brussels,"Heizel Esplanade PB 65, 1020 Brussel, Belgium",Heizel Esplanade PB 65,1020 Brussel,1020,Brussel,,,
Dual Lab,https://www.duallab.com/,Brussels,"Avenue des Villas 56/1, 1340 Ottignies-Louvain-la-Neuve, Belgium",Avenue des Villas 56/1,1340 Ottignies-Louvain-la-Neuve,1340,Ottignies-Louvain-la-Neuve,"Avenue des Villas, Ottignies, Ottignies-Louvain-la-Neuve, Nivelles, Brabant wallon, Wallonie, 1340, België / Belgique / Belgien",50.672595,4.5666714
Element 61,https://www.element61.be/en,Brussels,"Buro & Design Center - Esplanade 1, bus 96, 1020 Brussel, Belgium",Buro & Design Center - Esplanade 1,"bus 96, 1020 Brussel",bus,"96, 1020 Brussel",,,
i.Deeds,https://www.ideeds.be/en,Flanders,"Molenstraat 72, 8790 Waregem, Belgium",Molenstraat 72,8790 Waregem,8790,Waregem,"i.deeds, 72, Molenstraat, Gaverke, Waregem, Kortrijk, West-Vlaanderen, Vlaanderen, 8790, België / Belgique / Belgien",50.888135,3.424738
Infofarm,https://infofarm.be/,Flanders,"Prins Boudewijnlaan 24E, 2550 Kontich, Belgium",Prins Boudewijnlaan 24E,2550 Kontich,2550,Kontich,"Prins Boudewijnlaan, Kontich, Antwerpen, Vlaanderen, 2550, België / Belgique / Belgien",51.1367746,4.4393993
JetPack,http://jetpack.ai,Brussels,"Av. Victor Jacobs 78, 1040 Etterbeek, Belgium",Av. Victor Jacobs 78,1040 Etterbeek,1040,Etterbeek,"78, Avenue Victor Jacobs - Victor Jacobslaan, Etterbeek, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1040, België / Belgique / Belgien",50.82996695,4.382071782133693
Kensu,http://www.kensu.io,Wallonia,"Avenue Pré Aily 24, 4031 Angleur, Belgium",Avenue Pré Aily 24,4031 Angleur,4031,Angleur,"STAR-APIC, 24, Avenue Pré-Aily, Sart Tilman, Liège, Wallonie, 4031, België / Belgique / Belgien",50.59670145,5.564545002925248
Klassif.ai,http://www.klassif.ai,Flanders,"Gaston Geenslaan 11, 3001 Leuven, Belgium",Gaston Geenslaan 11,3001 Leuven,3001,Leuven,"Health House, 11, Gaston Geenslaan, Wetenschapspark Arenberg, Heverlee, Leuven, Vlaams-Brabant, Vlaanderen, 3001, België / Belgique / Belgien",50.8646606,4.6696499
Marple,https://getmarple.io/,Flanders,"Sint-Pietersvliet 7 b8, 2000 Antwerpen, Belgium",Sint-Pietersvliet 7 b8,2000 Antwerpen,2000,Antwerpen,"Sint-Pietersvliet, Schipperskwartier, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien",51.2253882,4.4013241
Metamaze,https://metamaze.eu/,Flanders,"Oudeleeuwenrui 39, 2000 Antwerpen, Belgium",Oudeleeuwenrui 39,2000 Antwerpen,2000,Antwerpen,"37-39, Oudeleeuwenrui, Schipperskwartier, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien",51.22757795,4.408669260007036
Moonoia,https://www.moonoia.com/,Wallonia,"Av. Georges Lemaître 58a, 6041 Charleroi, Belgium",Av. Georges Lemaître 58a,6041 Charleroi,6041,Charleroi,"Avenue Georges Lemaître, Aéropole, Gosselies, Charleroi, Hainaut, Wallonie, 6041, België / Belgique / Belgien",50.4738624,4.4729343
Open Analytics,http://www.openanalytics.eu,Flanders,"Jupiterstraat 20, 2600 Antwerpen, Belgium",Jupiterstraat 20,2600 Antwerpen,2600,Antwerpen,"20, Jupiterstraat, Groenenhoek, Berchem, Antwerpen, Vlaanderen, 2600, België / Belgique / Belgien",51.20079715,4.440004555439583
Python Predictions,https://www.pythonpredictions.com/,Brussels,"Roger Vandendriesschelaan 9, 1150 Brussel, Belgium",Roger Vandendriesschelaan 9,1150 Brussel,1150,Brussel,"9, Avenue Roger Vandendriessche - Roger Vandendriesschelaan, Woluwe-Saint-Pierre - Sint-Pieters-Woluwe, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1150, België / Belgique / Belgien",50.8347276,4.4140841337510395
Robonext,http://www.robonext.eu,Flanders,"Vestinglaan 55, 2650 Edegem, Belgium",Vestinglaan 55,2650 Edegem,2650,Edegem,"Fort 5, 55, Vestinglaan, Wilrijk, Edegem, Antwerpen, Vlaanderen, 2650, België / Belgique / Belgien",51.16871535,4.433217615242937
Solventure Life,http://www.solventuregroup.com,Flanders,"Blue Tower 1 Sluisweg 1 Bus 18, 9000 Gent, Belgium",Blue Tower 1 Sluisweg 1 Bus 18,9000 Gent,9000,Gent,,,
TIMI,https://timi.eu,Brussels,"Sint-Denijslaan 253, 9000 Gent, Belgium",Sint-Denijslaan 253,9000 Gent,9000,Gent,"Timi Upkot, 253, Sint-Denijslaan, Rijsenbergwijk, Gent, Oost-Vlaanderen, Vlaanderen, 9000, België / Belgique / Belgien",51.035878249999996,3.7034510032781967
UgenTec,http://ugentec.com,Flanders,"Bedrijventerrein Hasselt Kiewit Kempische Steenweg 303, 3500 Hasselt, Belgium",Bedrijventerrein Hasselt Kiewit Kempische Steenweg 303,3500 Hasselt,3500,Hasselt,,,
Uman.ai,http://uman.ai,Flanders,"Esplanade Oscar Van De Voorde 1, 9000 Gent, Belgium",Esplanade Oscar Van De Voorde 1,9000 Gent,9000,Gent,"1, Esplanade Oscar Van de Voorde, Rijsenbergwijk, Gent, Oost-Vlaanderen, Vlaanderen, 9000, België / Belgique / Belgien",51.0373891,3.7069341
Valkuren,http://www.valkuren.com,Brussels,"Kantersteen 10/12, 1000 Brussel, Belgium",Kantersteen 10/12,1000 Brussel,1000,Brussel,"Cantersteen - Kantersteen, Quartier Royal - Koninklijke Wijk, Pentagone - Vijfhoek, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien",50.8458988,4.3583205
